"Fecha y Hora  del hecho","Fecha del hecho","Hora del hecho (HH:MM)","Dia de la Semana","Genero","Comuna","Modalidad","Arma/medio","Móvil agresor","Móvil víctima","Edad","Descripcion Conducta"
"2022 Sep 29 12:00:00 AM","2022 Sep 29 12:00:00 AM","No reportada","jueves","Masculino","6","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","18","Hurto a personas"
"2022 Sep 29 12:00:00 AM","2022 Sep 29 12:00:00 AM","No reportada","jueves","Femenino","4","Engaño","Sin empleo de arma","Pasajero motocicleta","Conductor vehiculo","29","Hurto a personas"
"2022 Sep 29 12:00:00 AM","2022 Sep 29 12:00:00 AM","No reportada","jueves","Femenino","9","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","29","Hurto a personas"
"2022 Sep 29 12:00:00 AM","2022 Sep 29 12:00:00 AM","No reportada","jueves","Femenino","1","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","37","Hurto a personas"
"2022 Sep 29 12:00:00 AM","2022 Sep 29 12:00:00 AM","No reportada","jueves","Masculino","5","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","41","Hurto a personas"
"2022 Sep 29 12:00:00 AM","2022 Sep 29 12:00:00 AM","No reportada","jueves","Masculino","1","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","37","Hurto a personas"
"2022 Sep 29 12:00:00 AM","2022 Sep 29 12:00:00 AM","No reportada","jueves","Masculino","2","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","26","Hurto a personas"
"2022 Sep 30 12:00:00 AM","2022 Sep 30 12:00:00 AM","No reportada","viernes","Femenino","8","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","51","Hurto a personas"
"2022 Sep 30 12:00:00 AM","2022 Sep 30 12:00:00 AM","No reportada","viernes","Masculino","8","Atraco","Arma Blanca","Pasajero motocicleta","A pie","56","Hurto a personas"
"2022 Sep 30 12:00:00 AM","2022 Sep 30 12:00:00 AM","No reportada","viernes","Femenino","6","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","23","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","6","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","33","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","5","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","49","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","19","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","10","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","56","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","72","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","7","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","38","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","3","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","47","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","4","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","23","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","33","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","4","Atraco","Arma Blanca","Pasajero motocicleta","A pie","33","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","23","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","10","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","44","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","5","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","22","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","10","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","30","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","30","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","5","Atraco","Arma Blanca","Pasajero motocicleta","Conductor motocicleta","27","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","37","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Femenino","5","Atraco","Arma Blanca","Pasajero motocicleta","A pie","38","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","10","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","44","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","1","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","21","Hurto a personas"
"2022 Oct 01 12:00:00 AM","2022 Oct 01 12:00:00 AM","No reportada","sábado","Masculino","6","Atraco","Arma Blanca","Pasajero motocicleta","Conductor motocicleta","42","Hurto a personas"
"2022 Oct 02 12:00:00 AM","2022 Oct 02 12:00:00 AM","No reportada","domingo","Masculino","4","Atraco","Arma Blanca","Pasajero motocicleta","A pie","21","Hurto a personas"
"2022 Oct 02 12:00:00 AM","2022 Oct 02 12:00:00 AM","No reportada","domingo","Masculino","1","Atraco","Arma Blanca","Pasajero motocicleta","Conductor motocicleta","27","Hurto a personas"
"2022 Oct 02 12:00:00 AM","2022 Oct 02 12:00:00 AM","No reportada","domingo","Femenino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","23","Hurto a personas"
"2022 Oct 02 12:00:00 AM","2022 Oct 02 12:00:00 AM","No reportada","domingo","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","63","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Masculino","1","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","18","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Masculino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","30","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Femenino","5","Atraco","Arma Blanca","Pasajero motocicleta","A pie","63","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Masculino","5","Atraco","Arma Blanca","Pasajero motocicleta","A pie","21","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Femenino","7","Atraco","Arma Blanca","Pasajero motocicleta","A pie","50","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Masculino","4","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor vehiculo","33","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Masculino","5","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","23","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Masculino","4","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","30","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Masculino","4","Factor de oportunidad","Sin empleo de arma","Pasajero motocicleta","Conductor vehiculo","63","Hurto a personas"
"2022 Oct 03 12:00:00 AM","2022 Oct 03 12:00:00 AM","No reportada","lunes","Femenino","6","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","22","Hurto a personas"
"2022 Oct 04 12:00:00 AM","2022 Oct 04 12:00:00 AM","No reportada","martes","Masculino","1","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","61","Hurto a personas"
"2022 Oct 04 12:00:00 AM","2022 Oct 04 12:00:00 AM","No reportada","martes","Masculino","10","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","24","Hurto a personas"
"2022 Oct 04 12:00:00 AM","2022 Oct 04 12:00:00 AM","No reportada","martes","Femenino","6","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","33","Hurto a personas"
"2022 Oct 04 12:00:00 AM","2022 Oct 04 12:00:00 AM","No reportada","martes","Femenino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","47","Hurto a personas"
"2022 Oct 04 04:00:00 AM","2022 Oct 04 12:00:00 AM","04:00","martes","Femenino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","23","Hurto a personas"
"2022 Oct 05 05:00:00 AM","2022 Oct 05 12:00:00 AM","05:00","miércoles","Masculino","7","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","42","Hurto a personas"
"2022 Oct 05 05:00:00 AM","2022 Oct 05 12:00:00 AM","05:00","miércoles","Femenino","4","Atraco","Arma Blanca","Pasajero motocicleta","A pie","16","Hurto a personas"
"2022 Oct 05 06:00:00 AM","2022 Oct 05 12:00:00 AM","06:00","miércoles","Femenino","2","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","44","Hurto a personas"
"2022 Oct 05 06:00:00 AM","2022 Oct 05 12:00:00 AM","06:00","miércoles","Masculino","7","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","42","Hurto a personas"
"2022 Oct 05 06:00:00 AM","2022 Oct 05 12:00:00 AM","06:00","miércoles","Masculino","6","Atraco","Arma Blanca","Pasajero motocicleta","Conductor motocicleta","36","Hurto a personas"
"2022 Oct 05 06:00:00 AM","2022 Oct 05 12:00:00 AM","06:00","miércoles","Femenino","1","Atraco","Arma Blanca","Pasajero motocicleta","A pie","45","Hurto a personas"
"2022 Oct 05 08:00:00 AM","2022 Oct 05 12:00:00 AM","08:00","miércoles","Masculino","6","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","34","Hurto a personas"
"2022 Oct 05 12:00:00 AM","2022 Oct 05 12:00:00 AM","09.00","miércoles","Masculino","6","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor vehiculo","41","Hurto a personas"
"2022 Oct 05 09:00:00 AM","2022 Oct 05 12:00:00 AM","09:00","miércoles","Femenino","4","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","41","Hurto a personas"
"2022 Oct 05 10:00:00 AM","2022 Oct 05 12:00:00 AM","10:00","miércoles","Femenino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero vehiculo","42","Hurto a personas"
"2022 Oct 06 10:00:00 AM","2022 Oct 06 12:00:00 AM","10:00","jueves","Femenino","8","Atraco","Arma Blanca","Pasajero motocicleta","Conductor motocicleta","35","Hurto a personas"
"2022 Oct 06 12:00:00 PM","2022 Oct 06 12:00:00 AM","12:00","jueves","Femenino","2","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","35","Hurto a personas"
"2022 Oct 06 12:00:00 PM","2022 Oct 06 12:00:00 AM","12:00","jueves","Masculino","4","Factor de oportunidad","Sin empleo de arma","Pasajero motocicleta","A pie","38","Hurto a personas"
"2022 Oct 06 03:00:00 PM","2022 Oct 06 12:00:00 AM","15:00","jueves","Masculino","1","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","22","Hurto a personas"
"2022 Oct 06 04:00:00 PM","2022 Oct 06 12:00:00 AM","16:00","jueves","Femenino","3","Factor de oportunidad","Sin empleo de arma","Pasajero motocicleta","A pie","44","Hurto a personas"
"2022 Oct 06 12:00:00 AM","2022 Oct 06 12:00:00 AM","17.00","jueves","Masculino","4","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","27","Hurto a personas"
"2022 Oct 07 06:00:00 PM","2022 Oct 07 12:00:00 AM","18:00","viernes","Masculino","1","Atraco","Arma Blanca","Pasajero motocicleta","A pie","41","Hurto a personas"
"2022 Oct 07 06:00:00 PM","2022 Oct 07 12:00:00 AM","18:00","viernes","Femenino","5","Atraco","Arma Blanca","Pasajero motocicleta","A pie","25","Hurto a personas"
"2022 Oct 07 07:00:00 PM","2022 Oct 07 12:00:00 AM","19:00","viernes","Masculino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","26","Hurto a personas"
"2022 Oct 07 08:00:00 PM","2022 Oct 07 12:00:00 AM","20:00","viernes","Femenino","8","Atraco","Arma Blanca","Pasajero motocicleta","A pie","41","Hurto a personas"
"2022 Oct 07 02:00:00 AM","2022 Oct 07 12:00:00 AM","02:00","viernes","Masculino","3","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","43","Hurto a personas"
"2022 Oct 07 02:00:00 AM","2022 Oct 07 12:00:00 AM","02:00","viernes","Masculino","7","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","21","Hurto a personas"
"2022 Oct 07 04:00:00 AM","2022 Oct 07 12:00:00 AM","04:00","viernes","Masculino","10","Atraco","Arma Blanca","Pasajero motocicleta","A pie","32","Hurto a personas"
"2022 Oct 07 11:00:00 AM","2022 Oct 07 12:00:00 AM","11:00","viernes","Femenino","3","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","27","Hurto a personas"
"2022 Oct 07 01:00:00 AM","2022 Oct 07 12:00:00 AM","01:00","viernes","Masculino","2","Atraco","Arma de Fuego","Pasajero motocicleta","A pie","36","Hurto a personas"
"2022 Oct 07 04:00:00 AM","2022 Oct 07 12:00:00 AM","04:00","viernes","Femenino","7","Raponazo","Sin empleo de arma","Pasajero motocicleta","A pie","42","Hurto a personas"
"2022 Oct 07 05:00:00 AM","2022 Oct 07 12:00:00 AM","05:00","viernes","Masculino","6","Raponazo","Sin empleo de arma","Pasajero motocicleta","Pasajero motocicleta","30","Hurto a personas"
