"Fecha y Hora  del hecho","Fecha del hecho","Hora del hecho (HH:MM)","Dia de la Semana","Genero","Comuna","Modalidad","Arma/medio","Móvil agresor","Móvil víctima","Edad","Descripcion Conducta"
"2022 Apr 20 07:16:00 PM","2022 Apr 20 12:00:00 AM","1899-12-31T19:16:00.000","miércoles","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","32","Hurto a motocicletas"
"2022 Apr 20 08:20:00 PM","2022 Apr 20 12:00:00 AM","1899-12-31T20:20:00.000","miércoles","Masculino","1","Atraco","Arma de fuego","A pie","A pie","42","Hurto a motocicletas"
"2022 Apr 21 08:20:00 PM","2022 Apr 21 12:00:00 AM","1899-12-31T20:20:00.000","jueves","Femenino","2","Halado","Sin empleo de arma","A pie","A pie","68","Hurto a motocicletas"
"2022 Apr 21 09:20:00 PM","2022 Apr 21 12:00:00 AM","1899-12-31T21:20:00.000","jueves","Masculino","No reportada","Halado","Sin empleo de arma","A pie","A pie","21","Hurto a motocicletas"
"2022 Apr 22 07:30:00 PM","2022 Apr 22 12:00:00 AM","1899-12-31T19:30:00.000","viernes","Femenino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","43","Hurto a motocicletas"
"2022 Apr 22 08:00:00 PM","2022 Apr 22 12:00:00 AM","1899-12-31T20:00:00.000","viernes","Femenino","No reportada","Atraco","Arma blanca","A pie","A pie","22","Hurto a motocicletas"
"2022 Apr 23 09:28:00 AM","2022 Apr 23 12:00:00 AM","1899-12-31T09:28:00.000","sábado","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","32","Hurto a motocicletas"
"2022 Apr 23 09:30:00 AM","2022 Apr 23 12:00:00 AM","1899-12-31T09:30:00.000","sábado","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","20","Hurto a motocicletas"
"2022 Apr 23 08:30:00 PM","2022 Apr 23 12:00:00 AM","1899-12-31T20:30:00.000","sábado","Masculino","10","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","19","Hurto a motocicletas"
"2022 Apr 24 02:30:00 AM","2022 Apr 24 12:00:00 AM","1899-12-31T02:30:00.000","domingo","Masculino","4","Halado","Sin empleo de arma","A pie","A pie","19","Hurto a motocicletas"
"2022 Apr 24 10:00:00 AM","2022 Apr 24 12:00:00 AM","1899-12-31T10:00:00.000","domingo","Masculino","6","Halado","Sin empleo de arma","A pie","A pie","22","Hurto a motocicletas"
"2022 Apr 25 07:00:00 PM","2022 Apr 25 12:00:00 AM","1899-12-31T19:00:00.000","lunes","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","32","Hurto a motocicletas"
"2022 Apr 26 08:00:00 PM","2022 Apr 26 12:00:00 AM","1899-12-31T20:00:00.000","martes","Femenino","6","Atraco","Arma de fuego","A pie","A pie","22","Hurto a motocicletas"
"2022 Apr 27 06:30:00 PM","2022 Apr 27 12:00:00 AM","1899-12-31T18:30:00.000","miércoles","Femenino","3","Halado","Sin empleo de arma","A pie","A pie","28","Hurto a motocicletas"
"2022 Apr 28 08:15:00 PM","2022 Apr 28 12:00:00 AM","1899-12-31T20:15:00.000","jueves","Masculino","No reportada","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Apr 28 09:20:00 PM","2022 Apr 28 12:00:00 AM","1899-12-31T21:20:00.000","jueves","Femenino","No reportada","Atraco","Arma de fuego","A pie","A pie","25","Hurto a motocicletas"
"2022 Apr 29 06:15:00 AM","2022 Apr 29 12:00:00 AM","1899-12-31T06:15:00.000","viernes","Masculino","No reportada","Atraco","Arma de fuego","A pie","A pie","19","Hurto a motocicletas"
"2022 Apr 29 10:02:00 AM","2022 Apr 29 12:00:00 AM","1899-12-31T10:02:00.000","viernes","Masculino","No reportada","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Apr 29 07:01:00 PM","2022 Apr 29 12:00:00 AM","1899-12-31T19:01:00.000","viernes","Masculino","No reportada","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Apr 30 07:00:00 AM","2022 Apr 30 12:00:00 AM","1899-12-31T07:00:00.000","sábado","Masculino","5","Halado","Sin empleo de arma","A pie","Conductor motocicleta","25","Hurto a motocicletas"
"2022 May 01 06:10:00 AM","2022 May 01 12:00:00 AM","1899-12-31T06:10:00.000","domingo","Femenino","1","No reportada","Arma blanca","Pasajero motocicleta","Conductor motocicleta","31","Hurto a motocicletas"
"2022 May 01 02:30:00 AM","2022 May 01 12:00:00 AM","1899-12-31T02:30:00.000","domingo","Femenino","4","No reportada","Sin empleo de arma","A pie","A pie","34","Hurto a motocicletas"
"2022 May 01 04:00:00 AM","2022 May 01 12:00:00 AM","1899-12-31T04:00:00.000","domingo","Masculino","El Caguán","No reportada","Sin empleo de arma","A pie","A pie","19","Hurto a motocicletas"
"2022 May 02 10:30:00 PM","2022 May 02 12:00:00 AM","1899-12-31T22:30:00.000","lunes","Femenino","7","No reportada","Sin empleo de arma","A pie","A pie","29","Hurto a motocicletas"
"2022 May 03 08:00:00 PM","2022 May 03 12:00:00 AM","1899-12-31T20:00:00.000","martes","Masculino","4","No reportada","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","20","Hurto a motocicletas"
"2022 May 06 10:15:00 PM","2022 May 06 12:00:00 AM","1899-12-31T22:15:00.000","viernes","Femenino","2","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","33","Hurto a motocicletas"
"2022 May 06 10:30:00 AM","2022 May 06 12:00:00 AM","1899-12-31T10:30:00.000","viernes","Femenino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","21","Hurto a motocicletas"
"2022 May 06 10:30:00 AM","2022 May 06 12:00:00 AM","1899-12-31T10:30:00.000","viernes","Femenino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","21","Hurto a motocicletas"
"2022 May 06 10:30:00 AM","2022 May 06 12:00:00 AM","1899-12-31T10:30:00.000","viernes","Femenino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","21","Hurto a motocicletas"
"2022 May 06 09:30:00 PM","2022 May 06 12:00:00 AM","1899-12-31T21:30:00.000","viernes","Femenino","5","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","26","Hurto a motocicletas"
"2022 May 06 09:30:00 PM","2022 May 06 12:00:00 AM","1899-12-31T21:30:00.000","viernes","Masculino","5","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","33","Hurto a motocicletas"
"2022 May 06 11:20:00 PM","2022 May 06 12:00:00 AM","1899-12-31T23:20:00.000","viernes","Masculino","2","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","19","Hurto a motocicletas"
"2022 May 06 11:20:00 PM","2022 May 06 12:00:00 AM","1899-12-31T23:20:00.000","viernes","Masculino","2","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","50","Hurto a motocicletas"
"2022 May 07 02:45:00 AM","2022 May 07 12:00:00 AM","1899-12-31T02:45:00.000","sábado","Masculino","6","No reportada","Sin empleo de arma","A pie","A pie","23","Hurto a motocicletas"
"2022 May 08 02:00:00 AM","2022 May 08 12:00:00 AM","1899-12-31T02:00:00.000","domingo","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","43","Hurto a motocicletas"
"2022 May 08 11:03:00 PM","2022 May 08 12:00:00 AM","1899-12-31T23:03:00.000","domingo","Masculino","7","No reportada","Sin empleo de arma","A pie","A pie","40","Hurto a motocicletas"
"2022 May 09 07:45:00 PM","2022 May 09 12:00:00 AM","1899-12-31T19:45:00.000","lunes","Masculino","4","No reportada","Arma de fuego","A pie","A pie","35","Hurto a motocicletas"
"2022 May 10 07:30:00 PM","2022 May 10 12:00:00 AM","1899-12-31T19:30:00.000","martes","Masculino","10","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","29","Hurto a motocicletas"
"2022 May 11 07:30:00 PM","2022 May 11 12:00:00 AM","1899-12-31T19:30:00.000","miércoles","Masculino","1","No reportada","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 May 12 09:00:00 AM","2022 May 12 12:00:00 AM","1899-12-31T09:00:00.000","jueves","Masculino","3","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","54","Hurto a motocicletas"
"2022 May 12 09:00:00 AM","2022 May 12 12:00:00 AM","1899-12-31T09:00:00.000","jueves","Masculino","3","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","54","Hurto a motocicletas"
"2022 May 12 10:23:00 PM","2022 May 12 12:00:00 AM","1899-12-31T22:23:00.000","jueves","Masculino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","30","Hurto a motocicletas"
"2022 May 12 05:30:00 AM","2022 May 12 12:00:00 AM","1899-12-31T05:30:00.000","jueves","Masculino","10","No reportada","Arma de fuego","A pie","Conductor motocicleta","66","Hurto a motocicletas"
"2022 May 13 11:30:00 PM","2022 May 13 12:00:00 AM","1899-12-31T23:30:00.000","viernes","Masculino","4","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","24","Hurto a motocicletas"
"2022 May 13 11:00:00 PM","2022 May 13 12:00:00 AM","1899-12-31T23:00:00.000","viernes","Masculino","8","No reportada","Arma de fuego","A pie","Conductor motocicleta","26","Hurto a motocicletas"
"2022 May 13 07:00:00 PM","2022 May 13 12:00:00 AM","1899-12-31T19:00:00.000","viernes","Masculino","1","No reportada","Sin empleo de arma","A pie","Conductor motocicleta","27","Hurto a motocicletas"
"2022 May 13 12:30:00 AM","2022 May 13 12:00:00 AM","1899-12-31T00:30:00.000","viernes","Masculino","7","No reportada","Sin empleo de arma","A pie","A pie","36","Hurto a motocicletas"
"2022 May 13 07:30:00 PM","2022 May 13 12:00:00 AM","1899-12-31T19:30:00.000","viernes","Femenino","7","No reportada","Sin empleo de arma","A pie","A pie","37","Hurto a motocicletas"
"2022 May 14 09:00:00 AM","2022 May 14 12:00:00 AM","1899-12-31T09:00:00.000","sábado","Masculino","10","No reportada","Sin empleo de arma","A pie","A pie","22","Hurto a motocicletas"
"2022 May 14 07:00:00 PM","2022 May 14 12:00:00 AM","1899-12-31T19:00:00.000","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","26","Hurto a motocicletas"
"2022 May 15 10:30:00 AM","2022 May 15 12:00:00 AM","1899-12-31T10:30:00.000","domingo","Femenino","1","No reportada","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 May 15 02:20:00 AM","2022 May 15 12:00:00 AM","1899-12-31T02:20:00.000","domingo","Masculino","8","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","41","Hurto a motocicletas"
"2022 May 15 10:00:00 AM","2022 May 15 12:00:00 AM","1899-12-31T10:00:00.000","domingo","Femenino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","23","Hurto a motocicletas"
"2022 May 15 10:00:00 AM","2022 May 15 12:00:00 AM","1899-12-31T10:00:00.000","domingo","Femenino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","23","Hurto a motocicletas"
"2022 May 15 10:00:00 AM","2022 May 15 12:00:00 AM","1899-12-31T10:00:00.000","domingo","Femenino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","23","Hurto a motocicletas"
"2022 May 16 10:20:00 PM","2022 May 16 12:00:00 AM","1899-12-31T22:20:00.000","lunes","Masculino","6","No reportada","Arma de fuego","A pie","A pie","28","Hurto a motocicletas"
"2022 May 16 06:34:00 AM","2022 May 16 12:00:00 AM","1899-12-31T06:34:00.000","lunes","Masculino","1","No reportada","Arma de fuego","A pie","A pie","59","Hurto a motocicletas"
"2022 May 16 06:34:00 AM","2022 May 16 12:00:00 AM","1899-12-31T06:34:00.000","lunes","Femenino","1","No reportada","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 May 17 03:23:00 AM","2022 May 17 12:00:00 AM","1899-12-31T03:23:00.000","martes","Masculino","6","No reportada","Sin empleo de arma","A pie","A pie","35","Hurto a motocicletas"
"2022 May 17 03:00:00 PM","2022 May 17 12:00:00 AM","1899-12-31T15:00:00.000","martes","Masculino","6","No reportada","Sin empleo de arma","A pie","A pie","21","Hurto a motocicletas"
"2022 May 17 03:00:00 AM","2022 May 17 12:00:00 AM","1899-12-31T03:00:00.000","martes","Femenino","3","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","31","Hurto a motocicletas"
"2022 May 17 03:00:00 AM","2022 May 17 12:00:00 AM","1899-12-31T03:00:00.000","martes","Masculino","3","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","39","Hurto a motocicletas"
"2022 May 18 03:30:00 PM","2022 May 18 12:00:00 AM","1899-12-31T15:30:00.000","miércoles","Masculino","1","No reportada","Sin empleo de arma","A pie","Conductor motocicleta","24","Hurto a motocicletas"
"2022 May 19 09:30:00 PM","2022 May 19 12:00:00 AM","1899-12-31T21:30:00.000","jueves","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","43","Hurto a motocicletas"
"2022 May 19 08:30:00 PM","2022 May 19 12:00:00 AM","1899-12-31T20:30:00.000","jueves","Masculino","2","No reportada","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","26","Hurto a motocicletas"
"2022 May 21 06:20:00 AM","2022 May 21 12:00:00 AM","1899-12-31T06:20:00.000","sábado","Masculino","1","No reportada","Arma blanca","A pie","A pie","56","Hurto a motocicletas"
"2022 May 21 09:30:00 PM","2022 May 21 12:00:00 AM","1899-12-31T21:30:00.000","sábado","Masculino","1","No reportada","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 May 21 08:53:00 PM","2022 May 21 12:00:00 AM","1899-12-31T20:53:00.000","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","57","Hurto a motocicletas"
"2022 May 21 06:00:00 PM","2022 May 21 12:00:00 AM","1899-12-31T18:00:00.000","sábado","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","26","Hurto a motocicletas"
"2022 May 22 07:45:00 PM","2022 May 22 12:00:00 AM","1899-12-31T19:45:00.000","domingo","Femenino","1","No reportada","Arma blanca","A pie","A pie","63","Hurto a motocicletas"
"2022 May 22 07:45:00 PM","2022 May 22 12:00:00 AM","1899-12-31T19:45:00.000","domingo","Masculino","1","No reportada","Arma blanca","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 May 22 10:14:00 AM","2022 May 22 12:00:00 AM","1899-12-31T10:14:00.000","domingo","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 May 23 10:45:00 PM","2022 May 23 12:00:00 AM","1899-12-31T22:45:00.000","lunes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","24","Hurto a motocicletas"
"2022 May 24 06:02:00 AM","2022 May 24 12:00:00 AM","1899-12-31T06:02:00.000","martes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","22","Hurto a motocicletas"
"2022 May 24 08:33:00 PM","2022 May 24 12:00:00 AM","1899-12-31T20:33:00.000","martes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","31","Hurto a motocicletas"
"2022 May 24 03:15:00 PM","2022 May 24 12:00:00 AM","1899-12-31T15:15:00.000","martes","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 May 25 08:30:00 PM","2022 May 25 12:00:00 AM","1899-12-31T20:30:00.000","miércoles","Masculino","10","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","30","Hurto a motocicletas"
"2022 May 26 02:52:00 PM","2022 May 26 12:00:00 AM","1899-12-31T14:52:00.000","jueves","Femenino","4","No reportada","Sin empleo de arma","A pie","Conductor motocicleta","24","Hurto a motocicletas"
"2022 Jun 25 08:30:00 PM","2022 Jun 25 12:00:00 AM","20:30","sábado","Femenino","6","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","23","Hurto a motocicletas"
"2022 May 27 07:00:00 PM","2022 May 27 12:00:00 AM","1899-12-31T19:00:00.000","viernes","Masculino","10","No reportada","Sin empleo de arma","A pie","Conductor motocicleta","51","Hurto a motocicletas"
"2022 May 27 08:15:00 PM","2022 May 27 12:00:00 AM","1899-12-31T20:15:00.000","viernes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","30","Hurto a motocicletas"
"2022 May 28 05:30:00 PM","2022 May 28 12:00:00 AM","1899-12-31T17:30:00.000","sábado","Femenino","5","No reportada","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","24","Hurto a motocicletas"
"2022 May 29 11:00:00 PM","2022 May 29 12:00:00 AM","1899-12-31T23:00:00.000","domingo","Masculino","6","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","25","Hurto a motocicletas"
"2022 May 29 02:30:00 AM","2022 May 29 12:00:00 AM","1899-12-31T02:30:00.000","domingo","Masculino","9","No reportada","Sin empleo de arma","A pie","A pie","39","Hurto a motocicletas"
"2022 May 30 11:00:00 PM","2022 May 30 12:00:00 AM","1899-12-31T23:00:00.000","lunes","Masculino","3","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","36","Hurto a motocicletas"
"2022 May 31 06:00:00 PM","2022 May 31 12:00:00 AM","1899-12-31T18:00:00.000","martes","Femenino","5","No reportada","Sin empleo de arma","A pie","A pie","26","Hurto a motocicletas"
"2022 Jun 01 08:00:00 PM","2022 Jun 01 12:00:00 AM","20:00","miércoles","Femenino","2","No reportada","Sin empleo de arma","A pie","Conductor motocicleta","29","Hurto a motocicletas"
"2022 Jun 02 09:00:00 AM","2022 Jun 02 12:00:00 AM","09:00","jueves","Masculino","6","No reportada","Sin empleo de arma","A pie","A pie","21","Hurto a motocicletas"
"2022 Jun 02 07:30:00 PM","2022 Jun 02 12:00:00 AM","19:30","jueves","Masculino","10","No reportada","Sin empleo de arma","A pie","A pie","23","Hurto a motocicletas"
"2022 Jun 03 05:11:00 AM","2022 Jun 03 12:00:00 AM","05:11","viernes","Masculino","1","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","20","Hurto a motocicletas"
"2022 Jun 03 06:02:00 AM","2022 Jun 03 12:00:00 AM","06:02","viernes","Masculino","3","No reportada","Arma de fuego","Conductor motocicleta","Conductor motocicleta","32","Hurto a motocicletas"
"2022 Jun 03 11:00:00 AM","2022 Jun 03 12:00:00 AM","11:00","viernes","Masculino","6","No reportada","Arma blanca","Pasajero motocicleta","Conductor motocicleta","24","Hurto a motocicletas"
"2022 Jun 03 05:00:00 PM","2022 Jun 03 12:00:00 AM","17:00","viernes","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","34","Hurto a motocicletas"
"2022 Jun 03 11:40:00 PM","2022 Jun 03 12:00:00 AM","23:40","viernes","Masculino","1","No reportada","No reportada","A pie","A pie","61","Hurto a motocicletas"
"2022 Jun 04 04:03:00 AM","2022 Jun 04 12:00:00 AM","04:03","sábado","Masculino","1","No reportada","Arma blanca","A pie","A pie","60","Hurto a motocicletas"
"2022 Jun 05 06:00:00 AM","2022 Jun 05 12:00:00 AM","06:00","domingo","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","35","Hurto a motocicletas"
"2022 Jun 08 08:40:00 PM","2022 Jun 08 12:00:00 AM","20:40","miércoles","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","28","Hurto a motocicletas"
"2022 Jun 09 07:30:00 AM","2022 Jun 09 12:00:00 AM","07:30","jueves","Femenino","4","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","31","Hurto a motocicletas"
"2022 Jun 09 10:30:00 AM","2022 Jun 09 12:00:00 AM","10:30","jueves","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 09 11:15:00 PM","2022 Jun 09 12:00:00 AM","23:15","jueves","Masculino","1","No reportada","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 10 08:30:00 PM","2022 Jun 10 12:00:00 AM","20:30","viernes","Masculino","10","No reportada","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","40","Hurto a motocicletas"
"2022 Jun 11 11:10:00 PM","2022 Jun 11 12:00:00 AM","23:10","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","18","Hurto a motocicletas"
"2022 Jun 11 11:10:00 PM","2022 Jun 11 12:00:00 AM","23:10","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","18","Hurto a motocicletas"
"2022 Jun 12 08:30:00 PM","2022 Jun 12 12:00:00 AM","20:30","domingo","Masculino","6","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","24","Hurto a motocicletas"
"2022 Jun 12 11:10:00 PM","2022 Jun 12 12:00:00 AM","23:10","domingo","Femenino","4","No reportada","Sin empleo de arma","A pie","A pie","22","Hurto a motocicletas"
"2022 Jun 13 08:30:00 PM","2022 Jun 13 12:00:00 AM","20:30","lunes","Masculino","2","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","24","Hurto a motocicletas"
"2022 Jun 14 08:10:00 PM","2022 Jun 14 12:00:00 AM","20:10","martes","Masculino","1","No reportada","Llave maestra","Pasajero motocicleta","A pie","29","Hurto a motocicletas"
"2022 Jun 15 03:00:00 AM","2022 Jun 15 12:00:00 AM","03:00","miércoles","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 16 04:45:00 PM","2022 Jun 16 12:00:00 AM","16:45","jueves","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","36","Hurto a motocicletas"
"2022 Jun 17 08:30:00 PM","2022 Jun 17 12:00:00 AM","20:30","viernes","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","24","Hurto a motocicletas"
"2022 Jun 17 11:59:00 PM","2022 Jun 17 12:00:00 AM","23:59","viernes","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","26","Hurto a motocicletas"
"2022 Jun 18 12:40:00 AM","2022 Jun 18 12:00:00 AM","00:40","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 18 03:00:00 AM","2022 Jun 18 12:00:00 AM","03:00","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","54","Hurto a motocicletas"
"2022 Jun 18 09:30:00 AM","2022 Jun 18 12:00:00 AM","09:30","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 20 09:15:00 PM","2022 Jun 20 12:00:00 AM","21:15","lunes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 21 03:04:00 PM","2022 Jun 21 12:00:00 AM","15:04","martes","Masculino","No reportada","No reportada","Sin empleo de arma","A pie","A pie","32","Hurto a motocicletas"
"2022 Jun 21 10:40:00 PM","2022 Jun 21 12:00:00 AM","22:40","martes","Masculino","Veredas de Neiva","No reportada","Arma de fuego","A pie","Conductor motocicleta","23","Hurto a motocicletas"
"2022 Jun 23 08:10:00 PM","2022 Jun 23 12:00:00 AM","20:10","jueves","Femenino","1","No reportada","Sin empleo de arma","A pie","A pie","56","Hurto a motocicletas"
"2022 Jun 23 08:30:00 PM","2022 Jun 23 12:00:00 AM","20:30","jueves","Masculino","1","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","21","Hurto a motocicletas"
"2022 Jun 24 08:30:00 PM","2022 Jun 24 12:00:00 AM","20:30","viernes","Masculino","8","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","47","Hurto a motocicletas"
"2022 Jun 24 09:00:00 PM","2022 Jun 24 12:00:00 AM","21:00","viernes","Masculino","7","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","27","Hurto a motocicletas"
"2022 Jun 25 09:30:00 PM","2022 Jun 25 12:00:00 AM","21:30","sábado","Femenino","4","No reportada","Sin empleo de arma","Conductor motocicleta","A pie","56","Hurto a motocicletas"
"2022 Jun 25 11:00:00 PM","2022 Jun 25 12:00:00 AM","23:00","sábado","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","35","Hurto a motocicletas"
"2022 Jun 26 05:20:00 AM","2022 Jun 26 12:00:00 AM","05:20","domingo","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 26 07:30:00 AM","2022 Jun 26 12:00:00 AM","07:30","domingo","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","34","Hurto a motocicletas"
"2022 Jun 28 07:30:00 PM","2022 Jun 28 12:00:00 AM","19:30","martes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","26","Hurto a motocicletas"
"2022 Jun 28 07:30:00 PM","2022 Jun 28 12:00:00 AM","19:30","martes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","56","Hurto a motocicletas"
"2022 Jun 28 09:46:00 PM","2022 Jun 28 12:00:00 AM","21:46","martes","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 29 07:11:00 PM","2022 Jun 29 12:00:00 AM","19:11","miércoles","Masculino","1","No reportada","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 29 08:00:00 PM","2022 Jun 29 12:00:00 AM","20:00","miércoles","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 29 08:30:00 PM","2022 Jun 29 12:00:00 AM","20:30","miércoles","Masculino","1","No reportada","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jun 30 11:15:00 PM","2022 Jun 30 12:00:00 AM","23:15","jueves","Masculino","1","No reportada","Arma de fuego","No reportada","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 01 11:59:00 PM","2022 Jul 01 12:00:00 AM","23:59","viernes","Masculino","1","Atraco","Arma blanca","A pie","A pie","23","Hurto a motocicletas"
"2022 Jul 01 08:40:00 PM","2022 Jul 01 12:00:00 AM","20:40","viernes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 02 10:45:00 PM","2022 Jul 02 12:00:00 AM","22:45","sábado","Masculino","1","Atraco","Palanca","A pie","A pie","43","Hurto a motocicletas"
"2022 Jul 02 03:30:00 AM","2022 Jul 02 12:00:00 AM","03:30","sábado","Femenino","4","Halado","Sin empleo de arma","Conductor motocicleta","A pie","24","Hurto a motocicletas"
"2022 Jul 03 10:30:00 PM","2022 Jul 03 12:00:00 AM","22:30","domingo","Masculino","Veredas de Neiva","Atraco","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","35","Hurto a motocicletas"
"2022 Jul 03 06:30:00 PM","2022 Jul 03 12:00:00 AM","18:30","domingo","Masculino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 03 02:00:00 AM","2022 Jul 03 12:00:00 AM","02:00","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","26","Hurto a motocicletas"
"2022 Jul 03 12:30:00 AM","2022 Jul 03 12:00:00 AM","00:30","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","27","Hurto a motocicletas"
"2022 Jul 03 04:20:00 AM","2022 Jul 03 12:00:00 AM","04:20","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 04 10:30:00 PM","2022 Jul 04 12:00:00 AM","22:30","lunes","Femenino","1","Atraco","Arma blanca","A pie","A pie","26","Hurto a motocicletas"
